round,Cluster,X1,X2,Label,GT_Label
,0,7.794654325616945,3.202370279420903,,2
,0,7.8478136006169565,2.559887456534813,,2
,0,7.5999827861072315,2.97641667969057,,2
,0,7.801588992829005,2.584427434433305,,2
,0,7.583913977504669,2.6713899709465503,,2
,0,7.677218586765701,2.6826705333165437,,2
,0,7.653547311524231,2.9159029982727542,,2
,0,7.835195384058199,2.8138124020896855,,2
,0,7.588841900626529,3.0061358276496066,,2
,0,7.804975841747793,3.097089236860973,,2
,0,7.708373612145329,3.1056868401034023,,2
,0,7.613217592531708,2.926137859320141,,2
,0,7.724702444018356,2.7753667174203853,,2
,0,7.758325336686889,2.87754966500074,,2
,0,7.676258135448872,2.5690009933670916,,2
,0,7.750571992772803,2.58103248998103,,2
,0,7.659630724574329,3.0368829058237727,,2
,0,7.4596259809871235,2.84698784237591,,2
,0,7.808185663052426,2.906921773959201,,2
,0,7.4527080908713526,2.655880509872002,,2
,0,7.536001988204702,2.9187899840116773,,2
,0,7.436999796249986,2.7991607095865323,,2
,0,7.67275761110796,2.9621895302271466,,2
,0,7.828733434000604,2.499064853436312,,2
,0,7.67361396831032,2.939299730585436,2.0,2
,0,7.636883757026614,2.8402360054290514,,2
,0,7.549498952448493,2.9609439930481747,,2
,0,7.689961657530284,2.972335811484778,,2
,0,7.390596290867774,2.840098120614465,2.0,2
,0,7.896504789117868,2.5684676459257245,,2
,0,7.565641048122199,3.17447603633166,,2
,0,7.746316139114879,2.6510158453385033,2.0,2
,0,7.593247168002944,3.087962131287341,,2
,0,7.5315185305354095,3.0282327212242417,,2
,0,7.7157343939193614,2.6811942267497386,,2
,0,7.300485450788102,2.794385546750361,,2
,0,7.769261425584778,2.7419353992581446,,2
,0,7.585316777927181,2.6480641992535907,,2
,0,7.741301397907673,2.5960389649020255,,2
,0,7.66453545077081,2.814206751383784,,2
,0,7.8246225931240545,2.653958104501754,,2
,0,7.320390535752146,2.8489186463013496,,2
,0,7.743502458045999,2.6357088371846267,,2
,0,7.866418525540685,3.1271147364623193,,2
,0,7.469626597950313,2.906905592752865,,2
,0,7.573838246072112,2.9137778003960597,,2
,0,7.764783203107217,3.0171209945885344,,2
,1,6.049737195791241,3.5918274380282558,,1
,2,5.674901984865482,4.371147922084999,,0
,3,7.618749398651703,2.691877077026201,,2
,3,7.247118243980279,2.840998429057292,,2
,3,7.700033204220161,2.614171985126074,,2
,3,7.442829235240385,2.7347243810533723,,2
,3,7.070965315405124,2.9440236900908903,,2
,3,7.193396204739437,3.1453886592072413,2.0,2
,3,7.851545536058542,2.5565659297634404,,2
,3,7.345466352663538,3.198329411871823,,2
,3,6.989006940344148,3.1426822409603288,,1
,3,6.987019876304619,2.9639895430373975,,2
,3,6.885408097112411,2.96130931445528,,2
,3,6.887632281123727,2.805504737871652,,1
,3,7.586316956063804,3.213091767768105,,2
,3,7.03632916423543,3.087098766356319,,2
,3,6.983041982997995,3.036053203986013,1.0,1
,3,7.44779095400922,2.855269226535755,,2
,3,6.9051856454964575,2.9878669055630533,,1
,3,7.055557879005968,2.9858951365589457,,1
,3,7.861508909986591,2.8720790546936494,,2
,3,7.71654618893646,2.6594986621043413,,2
,3,7.337325393240995,2.8662355933148818,,2
,3,6.992823081015029,3.065898024703923,,2
,3,7.317152058642066,3.015345110624517,,2
,3,7.235388586580767,2.9309527637090347,,2
,3,7.048041149763871,3.0537637408049285,,1
,3,6.940565025961411,2.9364431966302935,,1
,3,6.94509144422758,3.054722169274228,,2
,3,7.079977577019972,3.15627735936663,1.0,1
,3,6.985908551989662,3.0664716559998806,,2
,3,7.435831838612061,2.9692244715071627,,2
,3,7.186088375923975,3.1064420452716317,,2
,3,7.487942710151429,2.9613991902973815,,2
,3,7.185232032805709,2.9675892420218863,,2
,3,7.102561829616959,2.8565799612849307,,2
,3,7.31472015099735,2.865323779950401,,2
,3,7.164587457009506,3.0132342289149623,,2
,3,7.031650749028713,2.893495380269071,,2
,3,7.298189447363808,2.8576471198389366,2.0,2
,3,7.11336737664201,3.117705835133544,,2
,3,6.894580836328809,2.855360235811542,,1
,3,7.1412943999633205,2.9731073581211174,,2
,3,7.156041094525308,3.163728674208024,,2
