round,Cluster,X1,X2,Label,GT_Label
,0,6.657051503705654,3.0811445630973906,,2
,0,6.513234533649088,2.926380113915336,,1
,1,5.720820051717191,2.787868593476366,,1
,1,5.620898694545239,2.6339543374989614,,1
,1,5.568622626862552,2.699610849491503,,1
,1,5.948895930586534,2.1444056043159283,,2
,1,5.636730238321561,2.338770316094815,,1
,1,5.917110661310614,2.2805031317399864,,2
,1,6.273977331500312,2.397546128679245,,1
,1,5.691538998100037,2.9280074905365185,,1
,1,5.5801172365957905,3.0118375199870084,,1
,1,6.206779812704332,2.477131955877433,,1
,1,6.041175250400745,2.711789626841679,,1
,1,5.605345477195563,2.8017109202413413,,1
,1,5.580025525325797,2.755341054845929,,1
,1,6.181272235648643,2.7265925560415174,,1
,1,6.167857989815801,2.2594870242094682,,1
,1,6.130737562353161,2.789311277314033,,1
,1,6.278206220587708,2.1331474867988063,,1
,1,5.557195046690744,2.363665670676201,,1
,1,6.186704400608974,2.7429506489201745,,1
,1,5.934116920233868,2.585094274090007,,2
,1,5.552474903755561,2.879862974290038,1.0,1
,1,5.698669666495349,2.908757439027318,,1
,1,5.888425133689151,2.413122300137939,,1
,1,5.816988632827033,2.2379694296231496,,2
,1,5.880706349693929,2.809296954370589,,2
,1,5.511992131503532,2.34176307863251,1.0,1
,1,5.887458350161519,2.0421776676730894,,1
,1,6.061186665175802,2.086466028429461,,1
,1,5.556631863413354,2.3525264328321263,,1
,1,5.694230922578903,2.6149640552404474,,2
,1,5.754241207662936,2.658018875931022,1.0,1
,1,5.68320911159441,2.4740339994020446,,2
,1,5.862100535462253,2.9593961221556095,,2
,1,5.90284052722464,2.9763610349196723,,1
,1,6.170205599517097,2.4372169075412007,,1
,1,5.5833210671837925,2.8372894702974962,,1
,1,5.801485413413953,2.822315306476046,,1
,1,5.78508265959552,2.788476101484199,,1
,1,5.525642873672605,2.631634764602247,1.0,1
,1,6.14204619958949,2.5359538388923797,,2
,1,5.947470790938403,2.958050536890635,,1
,1,5.584174747290189,2.783083164350438,,2
,1,6.187561228809216,2.629528570633841,,1
,1,5.780389143122228,2.7014427124280123,,1
,1,6.210206634893483,2.591448563582673,,2
,1,5.9571771608180475,2.324878455677638,,2
,1,5.561706851060543,2.856105773958389,,1
,1,6.018911041538408,2.91534264292655,,1
,1,5.527632842436179,2.29085253302716,,1
,1,6.284741201784768,2.5170424669056435,,2
,1,6.288947753049546,2.2366886035794358,,1
,1,5.511812555519301,2.9816478747464203,1.0,1
,1,6.195801144300789,2.3035899584483603,,1
