round,Accuracy,Cluster,Classifier,X1,X2,Label,GT_Label
,,0,Traditional,0.9212533693925299,0.22612910393926494,,2
,,0,Traditional,0.8413333749790919,0.30789637814284987,,2
,,0,Traditional,0.9234888847907025,0.29432094632440303,,2
,,1,Traditional,0.7478305398804187,0.6767887161404579,,2
,,1,Traditional,0.879906396890962,0.7179256719331992,,2
,,1,Traditional,0.8049528312063126,0.6359040526791423,,2
,,1,Traditional,0.9674733627870563,0.7177911111154054,,2
,,1,Traditional,0.8999942256991414,0.6417529768401738,,2
,,1,Traditional,0.9103836303824886,0.7261411262434176,,2
,,1,Traditional,0.9290599885735428,0.7129436071496991,,2
,,1,Traditional,0.9160856383860143,0.7022304020709657,,2
,,1,Traditional,0.9089695253029373,0.7152637195700788,,2
,,1,Traditional,0.8862230053069176,0.6815558350405154,,2
,,1,Traditional,0.8279220711625127,0.6488005281980178,,2
,,1,Traditional,0.9132158616415009,0.7565495895041916,,2
,,1,Traditional,0.8054283885358237,0.6116721162030743,,2
,,1,Traditional,0.8063071744944407,0.6549888517469911,,2
,,1,Traditional,0.7605755886612953,0.6724460394870619,,2
,,1,Traditional,0.7774564281789554,0.6084014647524694,,2
,,1,Traditional,0.9330648519845539,0.6986463294092105,2.0,2
,,1,Traditional,0.7955636814256982,0.6547863563710753,,2
,,1,Traditional,0.9322019607815646,0.6959661137785608,,2
,,1,Traditional,0.947521445779901,0.6528403488516257,,2
,,1,Traditional,0.8125794083456047,0.6562414957047268,,2
,,1,Traditional,0.7683752983690852,0.6736844788616307,,2
,,1,Traditional,0.9200799737840515,0.7402725975695372,,2
,,1,Traditional,0.9248046983949116,0.6999618555207014,,2
,,1,Traditional,0.9297582570494923,0.7345793184122074,,2
,,1,Traditional,0.783337060937964,0.5844592360968848,,2
,,1,Traditional,0.778195780320877,0.6542061563089643,,2
,,1,Traditional,0.9205829815340361,0.7321315134822252,,2
,,1,Traditional,0.928805056380814,0.7138135827582204,,2
,,1,Traditional,0.74230415557182,0.6820237515443077,,2
,,1,Traditional,0.9608080326749139,0.6826786699818245,,2
,,1,Traditional,0.8850021719691394,0.7039615582739597,,2
,,1,Traditional,0.9001241122147416,0.7059014081300103,,2
,,1,Traditional,0.940019401739788,0.7295199612402001,,2
,,2,Traditional,0.18199602587937305,0.4009357554587392,,0
,,2,Traditional,0.21472226121170254,0.4337112995535896,,0
,,2,Traditional,0.24394141352765264,0.4387554156828031,,0
,,2,Traditional,0.17304630652341907,0.4267395347316684,,0
,,2,Traditional,0.2310211627827491,0.5384797747261744,,0
,,2,Traditional,0.22796530903521411,0.4833005336210781,,0
,,2,Traditional,0.20471114292409387,0.4771855705074077,,0
,,2,Traditional,0.1510022051600655,0.48326300220681134,,0
,,2,Traditional,0.17377052991803932,0.5064400213612671,,0
,,2,Traditional,0.22113033265167262,0.5567090365091485,,0
,,2,Traditional,0.26742198445390414,0.5207632810693639,,0
,,2,Traditional,0.2775541438189915,0.5375468681735776,,0
,,2,Traditional,0.24200651043500196,0.45217996567426644,,0
,,2,Traditional,0.26033521594205206,0.44028788206817315,,0
,,2,Traditional,0.2279750243120756,0.4918803010526375,,0
,,2,Traditional,0.16575042631747652,0.5418168062531035,,0
,,2,Traditional,0.10181636020997475,0.4164232180622283,,0
,,2,Traditional,0.12900705320277533,0.4409235257646832,,0
,,2,Traditional,0.23374800480173,0.4774575677608285,,0
,,2,Traditional,0.24563757671489603,0.4446252868894958,,0
,,2,Traditional,0.20335511320769387,0.43567557662001344,,0
,,2,Traditional,0.2473032359784033,0.5060593629481674,,0
,,2,Traditional,0.133770148679019,0.5783762509538118,,0
,,2,Traditional,0.1304288259705554,0.5229374543210799,,0
,,2,Traditional,0.25419202788117257,0.5508541328076012,,0
,,2,Traditional,0.22007574259789756,0.579477559940622,,0
,,2,Traditional,0.17657077340693242,0.43414255664911094,,0
,,2,Traditional,0.2311616660242942,0.47879182797107317,,0
,,2,Traditional,0.18762124238132466,0.4834834950612871,,0
,,2,Traditional,0.1788942463608033,0.4826156440354702,,0
