round,Cluster,X1,X2
,0,10.004943756319173,-7.550496508726481
,0,8.967418765359778,-5.8992528836404095
,0,9.975385805153092,-5.680465573428979
,0,9.15584089990049,-5.564199808542973
,0,10.151849342181073,-5.246922274097849
,0,9.523434398941246,-5.0414265342925795
,0,8.41337878749778,-5.945440671641653
,0,10.285940446993488,-5.332740019017637
,0,8.694616652633052,-5.473429424727476
,0,9.657174985599585,-4.90587678913322
,0,7.809875681383815,-5.134586529860042
,0,8.5471484637696,-5.286849024922187
,0,9.135626784417498,-4.893489284319907
,0,8.014687867641866,-5.051382588539873
,1,-4.8414295767537,-11.618280284669439
,1,-7.002755025370467,-11.093126548207358
,1,-7.2796997914082,-9.969064672191468
,1,-6.271544946337459,-9.969688173994776
,1,-5.114537347701644,-11.173395464051566
,1,-5.455412699564869,-9.843221747972702
,1,-6.614063582661506,-9.482148972779704
,1,-4.496318049337217,-10.299446472435251
,1,-3.821979104238212,-10.960729462011713
,1,-4.160653653940962,-10.19070880355475
,1,-5.360302488278571,-9.593692445710234
,1,-4.810855057667376,-10.445262303578989
,1,-4.370083673597971,-9.567489674807286
,1,-5.396673896070085,-10.054808165023907
,1,-3.2094122725839496,-11.42197378898653
,1,-5.614144778378831,-9.487196151967295
,1,-4.431429064970174,-11.424816152339025
,1,-4.094209283440943,-10.549114909533666
,1,-4.772488794893339,-9.540502139264715
,1,-4.497542059695595,-10.670270513739615
,1,-6.380851345138993,-10.533356424989739
,1,-3.128179274872564,-10.464473441377056
,1,-5.447110780186033,-9.684825506345495
,1,-4.447371519197963,-9.702851536226785
,1,-5.05074235161296,-9.740687863706418
,1,-6.570471511159543,-10.059404139324135
,1,-3.8214656461706116,-9.8978502115457
,1,-5.281876622513381,-9.96556202910598
,1,-4.091681092707827,-9.504563479677731
,1,-5.346432057113908,-9.400008109175085
,1,-4.89733013675975,-9.640078991615065
,1,-3.9645477762545367,-9.777206136907845
,1,-3.437261783119885,-10.00283881488223
,1,-4.249851626865934,-10.066058937906822
,1,-4.213753582484411,-9.63382348503979
,1,-3.7796701707406792,-9.932850879475204
,1,-4.064501670718485,-9.66799844520273
,1,-4.791698054825471,-9.16170620653033
,1,-5.593203090370557,-9.719314200117168
,1,-3.146752263042576,-9.95179945385783
,1,-4.55881867340317,-9.16481886858733
,1,-4.190932478331731,-10.510530804177662
,1,-4.47857536421923,-9.41703584295978
,1,-4.229753801998964,-9.510564761650288
,1,-2.7628670035453333,-11.518843052041795
,1,-4.676040120308438,-9.582187378454886
,1,-5.3530483475529245,-10.134294172952739
,1,-4.207890600582534,-10.219777887309398
,1,-5.242269020508374,-10.316641996411278
,1,-4.471476940270125,-11.068349508777398
,1,-5.425847758198164,-9.488627389673004
,1,-5.761322862334479,-9.651951779266726
,1,-5.439201975628765,-9.471407809680649
,1,-3.661910419848843,-10.063419984769027
,1,-4.802859002624238,-9.762581947214187
,1,-4.589127155175224,-9.92326443782174
,1,-4.333330126817655,-9.766507390825975
,1,-4.30673328621899,-9.179043282098222
,1,-3.2834221953488463,-11.262791900809615
,1,-4.148557760704206,-10.236658883647031
,1,-3.12791471711713,-9.813414261692683
,1,-6.618916992006353,-10.388365174237586
,1,-4.587867223599708,-9.777700593236965
,1,-4.639398603693015,-10.336659184450522
,1,-4.755085665885762,-9.103409442172232
,1,-4.5142116923321,-9.351570742821394
,1,-5.926083366200248,-11.027900699517005
,1,-2.7837366485823276,-10.275407040195368
,1,-2.5215510139500674,-10.438086165416335
,1,-4.734786383551377,-9.275770282859309
,1,-4.776039727458772,-9.353182641912836
,1,-4.429663544997015,-9.892099482635036
,1,-4.7600892764217715,-9.472375254474214
,1,-2.7071582577949047,-10.093094481724147
,1,-3.010473335910082,-10.306878385986645
,1,-4.542475486125394,-9.372019163489773
,1,-4.566073505025373,-10.383625254107317
,1,-3.607727894431499,-9.54129840696642
,1,-5.051129827105369,-10.217927874849856
,1,-4.704162043413793,-9.914739484472138
,1,-4.111853331137686,-9.91481406988996
,1,-3.1224382498800725,-10.135092542481601
,1,-4.478740350902219,-9.722384069285624
,1,-3.700734964997183,-9.495037879664618
,1,-3.1784182170211936,-9.663552787472995
,1,-4.596410419074166,-9.146373706976576
,1,-5.067113844765294,-9.481227916708425
,1,-4.757029203560399,-9.076685930054575
,1,-4.052841438087783,-9.341393434138235
,1,-4.610350260525696,-9.216931238996622
,1,-3.6266547975129515,-9.735106413937554
,1,-3.1772016643425234,-10.214366017863188
,1,-4.7988237429793035,-9.205534188131816
,1,-5.37062748534427,-9.663435642060682
,2,5.592065173756737,5.427526538530185
,2,5.432641683879202,4.8598949262716005
,2,5.275157831813309,5.71019267132974
,2,5.919630672756254,4.982352928739629
,2,5.242101558648243,5.163366407355223
,2,5.725844108187333,5.154054141619526
,2,5.747401709178941,4.808382660926343
,2,6.338161351652562,4.53458738378077
,2,6.368117603182911,5.215111086530114
,2,5.742620792745383,4.655034894805571
,2,6.078015314202677,6.317571217707719
,2,6.825625652776589,4.766230476197322
,2,4.960157649623801,5.120268545913403
,2,4.674255872510333,4.904849664641906
,2,6.406018239504202,4.422314773246377
,2,5.703691209154245,4.443748251679911
,2,4.129303859878796,4.875823180384813
,2,7.2249893999023325,5.475237990413322
,2,6.1165282563393175,4.532527503732931
,2,5.035707533818915,5.612535526434338
,2,5.694117426559901,4.696037899923139
,2,6.251674109605466,4.374035101227726
,2,7.552171060548847,6.1396964732373895
,2,6.090889765435055,4.912076131221418
,2,6.992209114805844,5.5338374976105875
,2,4.5313355473135415,5.052131703326792
,2,6.279037148890698,4.678565635792034
,2,6.60261563675248,5.2845851242796
,2,7.194454012855375,5.194343334995174
,2,6.3596784641026085,5.533848877480791
,2,6.385204924353689,4.737937366642398
,2,6.5374819514060984,4.999723036701377
,2,5.831664751574583,5.348193677831848
,2,6.338074297762953,5.124782235376727
,2,6.882828806505374,4.680143106403609
,2,6.459358362798,5.093184267343116
,2,5.74670020780236,6.000538897390394
,2,5.581422411011906,4.822141482281015
,2,6.818049196615156,4.461653072808237
,2,4.846956288188932,5.448794194831418
,2,6.295089899969997,4.548878669287528
,2,6.83313027608481,4.893147954881136
,2,5.878204382043635,4.466803313880688
,2,6.003911960418178,4.637343699315178
,2,5.542744118726477,4.541199585252636
,2,6.514682494655995,4.566973606868666
,2,4.644811852357902,5.079783915681231
,2,4.517337269568296,5.123685775201038
,2,5.317280851734245,4.644351672892187
,2,7.249743024992705,4.9361921971716
,2,5.673226751524747,4.9717061271711
,2,6.158732970099814,4.844844785406682
,2,6.622529737332155,4.372470035395587
,2,6.418444311482853,4.1894514035974995
,2,5.594305991888227,5.839642906167978
,2,6.884099196042699,4.833228366967932
,2,7.192106242533508,4.6618259951011805
,2,5.709936895608519,5.17007735884992
,2,6.49926655683701,4.396048796470433
,2,7.381569731016418,5.964470228679459
,2,6.896195486547429,4.515706691000794
,2,6.180092579060789,4.413776769686873
,2,6.9404574978138145,5.162455457962635
,2,4.783464083681206,4.948544013265844
,2,5.734268585894121,5.268290962845022
,2,6.166632964984679,4.5650750704104075
,2,6.380034832913909,4.399404649149094
,2,6.5946990650783714,4.265526684622356
,2,6.053172468220746,4.7965412799654175
,2,6.472501259175652,4.277637346272856
,2,5.910834022168987,4.58973002720324
,2,6.198401898783761,5.231061667449221
,2,7.084694670801342,4.930787719543136
,2,6.170794859030209,5.000652662208341
,2,5.545834374789318,5.822938612753024
,2,5.749033229889951,5.308549222012098
,2,5.706418514342594,4.431739741897845
,2,6.949686541647935,4.629214480226895
,2,5.84390590547161,4.61371629490019
,2,5.902073680869923,4.783212676669381
,2,5.78877175810472,5.136638081744858
,2,6.319711996559722,4.704554589574997
,2,6.526655772976507,4.787983960046195
,2,7.333806370853452,5.274947079377219
,2,5.711357123458523,4.58814144721859
,2,6.200048463267119,4.264587348583181
,2,6.483863000956196,4.7060364177433005
,2,7.26714709908829,4.691830884042799
,3,3.7272018941485845,4.858674975055699
,3,3.1174079101043857,4.135475954932052
,3,3.6696997252196466,3.447946770228182
,3,4.717419535181383,4.17037939685681
,3,2.9626638604509052,4.15149356135847
,3,4.539621487780545,3.5803629763511426
,3,2.749030064904379,4.045322368666988
,3,3.0081382362845135,3.9747466821156174
,3,2.7117204227256027,4.9727284601502415
,3,3.172720119348525,3.281263346517974
,3,3.1142285951464492,3.1274044382887807
,3,3.524867763175037,3.2505778012011715
,3,4.634136832074038,4.138365370317491
,3,3.671746564515288,3.2409471515863912
,3,4.0991504879679574,5.005543067693578
,3,2.8003118419836803,5.073090676236525
,3,3.545507360264342,4.024713480022332
,3,2.694536119849821,4.937314637194609
,3,2.608410691183705,3.813430590587921
,3,4.438165063769924,4.001561398908834
,3,2.83769910967112,2.8361789683923497
,3,2.7159146560092147,4.005625241036412
,3,2.986109246104302,2.5279035376887604
,3,4.738503515640028,2.9865581628846023
,3,2.864246610766652,3.22866649354673
,3,3.63392647989622,4.785341291488731
,3,3.174097969434167,4.741555674033412
,3,2.466269682064104,2.9128840050573936
,3,3.193674131477347,3.7038318731855733
,3,2.988700783026432,2.7088472025389825
,3,4.525496670852467,2.77799993223027
,3,2.5501592090875715,3.6027399004397904
,3,3.8252285369212315,4.6760298923727195
,3,4.833102540943008,3.1354245390887443
,3,4.07207734239422,3.725310795549013
,3,2.650647290246722,4.439463221902654
,3,2.704536558701088,4.51187682454946
,3,2.8697112217183434,3.167064847957959
,3,2.934713020643226,4.178514048646015
,3,3.016574891788703,4.278687404141172
,3,3.544682971778166,5.549457328104248
,3,2.8270829968736413,5.59304356910412
,3,2.754332221152259,4.9183561570067935
,3,2.741952502890628,3.8185852401114952
,3,2.963589529618058,3.781209945209043
,3,3.1260052021435687,3.2665328556553948
,3,2.3840298734778234,3.031329654164254
,3,2.695067569212315,4.182383140604451
