round,Accuracy,Cluster,Classifier,X1,X2,Label,GT_Label
150,0.0,,TraditionalBatch,,,1,0
151,0.5,,TraditionalBatch,,,1,1
152,0.6666666666666666,,TraditionalBatch,,,1,1
153,0.5,,TraditionalBatch,,,1,0
154,0.6,,TraditionalBatch,,,1,1
155,0.5,,TraditionalBatch,,,1,0
156,0.42857142857142855,,TraditionalBatch,,,1,0
157,0.5,,TraditionalBatch,,,1,1
158,0.4444444444444444,,TraditionalBatch,,,1,0
159,0.5,,TraditionalBatch,,,1,1
160,0.45454545454545453,,TraditionalBatch,,,1,0
161,0.4166666666666667,,TraditionalBatch,,,1,0
162,0.46153846153846156,,TraditionalBatch,,,1,1
163,0.42857142857142855,,TraditionalBatch,,,1,0
164,0.4666666666666667,,TraditionalBatch,,,1,1
165,0.4375,,TraditionalBatch,,,1,0
166,0.47058823529411764,,TraditionalBatch,,,1,1
167,0.5,,TraditionalBatch,,,1,1
168,0.5263157894736842,,TraditionalBatch,,,0,0
169,0.5,,TraditionalBatch,,,1,0
170,0.5238095238095238,,TraditionalBatch,,,1,1
171,0.5454545454545454,,TraditionalBatch,,,1,1
172,0.5217391304347826,,TraditionalBatch,,,1,0
173,0.5416666666666666,,TraditionalBatch,,,1,1
174,0.56,,TraditionalBatch,,,1,1
175,0.5769230769230769,,TraditionalBatch,,,0,0
176,0.5925925925925926,,TraditionalBatch,,,1,1
177,0.6071428571428571,,TraditionalBatch,,,0,0
178,0.5862068965517241,,TraditionalBatch,,,1,0
179,0.5666666666666667,,TraditionalBatch,,,1,0
180,0.5806451612903226,,TraditionalBatch,,,0,0
181,0.59375,,TraditionalBatch,,,1,1
182,0.5757575757575758,,TraditionalBatch,,,1,0
183,0.5882352941176471,,TraditionalBatch,,,1,1
184,0.6,,TraditionalBatch,,,0,0
185,0.6111111111111112,,TraditionalBatch,,,1,1
186,0.5945945945945946,,TraditionalBatch,,,1,0
187,0.6052631578947368,,TraditionalBatch,,,1,1
188,0.5897435897435898,,TraditionalBatch,,,1,0
189,0.6,,TraditionalBatch,,,1,1
190,0.5853658536585366,,TraditionalBatch,,,1,0
191,0.5952380952380952,,TraditionalBatch,,,1,1
192,0.6046511627906976,,TraditionalBatch,,,1,1
193,0.6136363636363636,,TraditionalBatch,,,0,0
194,0.6,,TraditionalBatch,,,1,0
195,0.6086956521739131,,TraditionalBatch,,,1,1
196,0.6170212765957447,,TraditionalBatch,,,1,1
197,0.625,,TraditionalBatch,,,0,0
198,0.6326530612244898,,TraditionalBatch,,,1,1
199,0.64,,TraditionalBatch,,,1,1
200,0.6274509803921569,,TraditionalBatch,,,1,0
201,0.6346153846153846,,TraditionalBatch,,,1,1
202,0.6226415094339622,,TraditionalBatch,,,1,0
203,0.6296296296296297,,TraditionalBatch,,,1,1
204,0.6181818181818182,,TraditionalBatch,,,1,0
205,0.6071428571428571,,TraditionalBatch,,,1,0
206,0.5964912280701754,,TraditionalBatch,,,1,0
207,0.603448275862069,,TraditionalBatch,,,0,0
208,0.6101694915254238,,TraditionalBatch,,,0,0
209,0.6166666666666667,,TraditionalBatch,,,0,0
210,0.6229508196721312,,TraditionalBatch,,,1,1
211,0.6290322580645161,,TraditionalBatch,,,1,1
212,0.6349206349206349,,TraditionalBatch,,,0,0
213,0.640625,,TraditionalBatch,,,0,0
214,0.6461538461538462,,TraditionalBatch,,,0,0
215,0.6363636363636364,,TraditionalBatch,,,1,0
216,0.6417910447761194,,TraditionalBatch,,,1,1
217,0.6470588235294118,,TraditionalBatch,,,1,1
218,0.6376811594202898,,TraditionalBatch,,,1,0
219,0.6285714285714286,,TraditionalBatch,,,1,0
220,0.6197183098591549,,TraditionalBatch,,,1,0
221,0.6111111111111112,,TraditionalBatch,,,1,0
222,0.6164383561643836,,TraditionalBatch,,,1,1
223,0.6081081081081081,,TraditionalBatch,,,0,1
224,0.6133333333333333,,TraditionalBatch,,,1,1
225,0.6052631578947368,,TraditionalBatch,,,1,0
226,0.5974025974025974,,TraditionalBatch,,,1,0
227,0.5897435897435898,,TraditionalBatch,,,1,0
228,0.5822784810126582,,TraditionalBatch,,,1,0
229,0.5875,,TraditionalBatch,,,1,1
230,0.5925925925925926,,TraditionalBatch,,,1,1
231,0.5975609756097561,,TraditionalBatch,,,1,1
232,0.5903614457831325,,TraditionalBatch,,,1,0
233,0.5952380952380952,,TraditionalBatch,,,1,1
234,0.6,,TraditionalBatch,,,1,1
235,0.6046511627906976,,TraditionalBatch,,,1,1
236,0.5977011494252874,,TraditionalBatch,,,1,0
237,0.6022727272727273,,TraditionalBatch,,,1,1
238,0.6067415730337079,,TraditionalBatch,,,1,1
239,0.6111111111111112,,TraditionalBatch,,,0,0
240,0.6153846153846154,,TraditionalBatch,,,1,1
241,0.6195652173913043,,TraditionalBatch,,,1,1
242,0.6129032258064516,,TraditionalBatch,,,1,0
243,0.6063829787234043,,TraditionalBatch,,,1,0
244,0.6,,TraditionalBatch,,,1,0
245,0.6041666666666666,,TraditionalBatch,,,1,1
246,0.6082474226804123,,TraditionalBatch,,,0,0
247,0.6020408163265306,,TraditionalBatch,,,1,0
248,0.6060606060606061,,TraditionalBatch,,,0,0
249,0.61,,TraditionalBatch,,,1,1
250,0.6039603960396039,,TraditionalBatch,,,1,0
251,0.6078431372549019,,TraditionalBatch,,,0,0
